Indicador;Situación profesional y tipo de jornada;periodo;Total
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2023-2T hasta 2024-1T;3,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2023-1T hasta 2023-4T;3,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2022-4T hasta 2023-3T;3,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2022-3T hasta 2023-2T;3,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2022-2T hasta 2023-1T;3,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2022-1T hasta 2022-4T;3,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2021-4T hasta 2022-3T;3,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2021-3T hasta 2022-2T;3,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2021-2T hasta 2022-1T;3,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2021-1T hasta 2021-4T;3,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2020-4T hasta 2021-3T;3,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2020-3T hasta 2021-2T;3,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2020-2T hasta 2021-1T;3,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2020-1T hasta 2020-4T;3,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2019-4T hasta 2020-3T;3,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2019-3T hasta 2020-2T;3,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2019-2T hasta 2020-1T;3,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2019-1T hasta 2019-4T;3,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2018-4T hasta 2019-3T;3,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2018-3T hasta 2019-2T;3,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2018-2T hasta 2019-1T;3,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2018-1T hasta 2018-4T;3,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2017-4T hasta 2018-3T;3,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2017-3T hasta 2018-2T;3,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2017-2T hasta 2018-1T;3,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2017-1T hasta 2017-4T;3,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2016-4T hasta 2017-3T;3,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2016-3T hasta 2017-2T;3,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2016-2T hasta 2017-1T;3,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2016-1T hasta 2016-4T;3,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2015-4T hasta 2016-3T;3,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2015-3T hasta 2016-2T;3,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2015-2T hasta 2016-1T;2,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2015-1T hasta 2015-4T;2,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2014-4T hasta 2015-3T;3,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2014-3T hasta 2015-2T;3,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2014-2T hasta 2015-1T;3,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2014-1T hasta 2014-4T;3,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2013-4T hasta 2014-3T;3,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2013-3T hasta 2014-2T;2,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2013-2T hasta 2014-1T;2,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2013-1T hasta 2013-4T;2,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2012-4T hasta 2013-3T;2,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2012-3T hasta 2013-2T;2,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2012-2T hasta 2013-1T;2,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2012-1T hasta 2012-4T;2,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2011-4T hasta 2012-3T;2,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2011-3T hasta 2012-2T;2,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2011-2T hasta 2012-1T;2,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Tipo de jornada: Tiempo parcial;De 2011-1T hasta 2011-4T;2,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2025-1T hasta 2025-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2024-4T hasta 2025-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2024-3T hasta 2025-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2024-2T hasta 2025-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2024-1T hasta 2024-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2023-4T hasta 2024-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2023-3T hasta 2024-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2023-2T hasta 2024-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2023-1T hasta 2023-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2022-4T hasta 2023-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2022-3T hasta 2023-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2022-2T hasta 2023-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2022-1T hasta 2022-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2021-4T hasta 2022-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2021-3T hasta 2022-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2021-2T hasta 2022-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2021-1T hasta 2021-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2020-4T hasta 2021-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2020-3T hasta 2021-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2020-2T hasta 2021-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2020-1T hasta 2020-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2019-4T hasta 2020-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2019-3T hasta 2020-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2019-2T hasta 2020-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2019-1T hasta 2019-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2018-4T hasta 2019-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2018-3T hasta 2019-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2018-2T hasta 2019-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2018-1T hasta 2018-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2017-4T hasta 2018-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2017-3T hasta 2018-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2017-2T hasta 2018-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2017-1T hasta 2017-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2016-4T hasta 2017-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2016-3T hasta 2017-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2016-2T hasta 2017-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2016-1T hasta 2016-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2015-4T hasta 2016-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2015-3T hasta 2016-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2015-2T hasta 2016-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2015-1T hasta 2015-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2014-4T hasta 2015-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2014-3T hasta 2015-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2014-2T hasta 2015-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2014-1T hasta 2014-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2013-4T hasta 2014-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2013-3T hasta 2014-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2013-2T hasta 2014-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2013-1T hasta 2013-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2012-4T hasta 2013-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2012-3T hasta 2013-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2012-2T hasta 2013-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2012-1T hasta 2012-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2011-4T hasta 2012-3T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2011-3T hasta 2012-2T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2011-2T hasta 2012-1T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;De 2011-1T hasta 2011-4T;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2025-1T hasta 2025-4T;14,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2024-4T hasta 2025-3T;13,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2024-3T hasta 2025-2T;13,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2024-2T hasta 2025-1T;14,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2024-1T hasta 2024-4T;14,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2023-4T hasta 2024-3T;14,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2023-3T hasta 2024-2T;14,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2023-2T hasta 2024-1T;14,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2023-1T hasta 2023-4T;14,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2022-4T hasta 2023-3T;15,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2022-3T hasta 2023-2T;16,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2022-2T hasta 2023-1T;17,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2022-1T hasta 2022-4T;18,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2021-4T hasta 2022-3T;18,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2021-3T hasta 2022-2T;17,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2021-2T hasta 2022-1T;16,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2021-1T hasta 2021-4T;15,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2020-4T hasta 2021-3T;14,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2020-3T hasta 2021-2T;15,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2020-2T hasta 2021-1T;16,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2020-1T hasta 2020-4T;15,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2019-4T hasta 2020-3T;14,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2019-3T hasta 2020-2T;12,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2019-2T hasta 2020-1T;11,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2019-1T hasta 2019-4T;11,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2018-4T hasta 2019-3T;11,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2018-3T hasta 2019-2T;11,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2018-2T hasta 2019-1T;11,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2018-1T hasta 2018-4T;10,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2017-4T hasta 2018-3T;9,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2017-3T hasta 2018-2T;10,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2017-2T hasta 2018-1T;10,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2017-1T hasta 2017-4T;11,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2016-4T hasta 2017-3T;12,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2016-3T hasta 2017-2T;11,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2016-2T hasta 2017-1T;11,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2016-1T hasta 2016-4T;11,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2015-4T hasta 2016-3T;10,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2015-3T hasta 2016-2T;10,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2015-2T hasta 2016-1T;10,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2015-1T hasta 2015-4T;10,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2014-4T hasta 2015-3T;10,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2014-3T hasta 2015-2T;10,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2014-2T hasta 2015-1T;10,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2014-1T hasta 2014-4T;10,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2013-4T hasta 2014-3T;11,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2013-3T hasta 2014-2T;11,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2013-2T hasta 2014-1T;12,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2013-1T hasta 2013-4T;13,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2012-4T hasta 2013-3T;13,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2012-3T hasta 2013-2T;13,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2012-2T hasta 2013-1T;13,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2012-1T hasta 2012-4T;12,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2011-4T hasta 2012-3T;11,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2011-3T hasta 2012-2T;11,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2011-2T hasta 2012-1T;11,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: No asalariados;De 2011-1T hasta 2011-4T;11,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2025-1T hasta 2025-4T;85,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2024-4T hasta 2025-3T;86,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2024-3T hasta 2025-2T;86,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2024-2T hasta 2025-1T;85,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2024-1T hasta 2024-4T;86,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2023-4T hasta 2024-3T;85,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2023-3T hasta 2024-2T;85,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2023-2T hasta 2024-1T;85,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2023-1T hasta 2023-4T;85,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2022-4T hasta 2023-3T;85,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2022-3T hasta 2023-2T;83,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2022-2T hasta 2023-1T;82,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2022-1T hasta 2022-4T;82,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2021-4T hasta 2022-3T;81,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2021-3T hasta 2022-2T;82,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2021-2T hasta 2022-1T;84,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2021-1T hasta 2021-4T;84,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2020-4T hasta 2021-3T;85,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2020-3T hasta 2021-2T;84,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2020-2T hasta 2021-1T;83,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2020-1T hasta 2020-4T;84,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2019-4T hasta 2020-3T;85,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2019-3T hasta 2020-2T;87,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2019-2T hasta 2020-1T;88,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2019-1T hasta 2019-4T;88,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2018-4T hasta 2019-3T;88,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2018-3T hasta 2019-2T;88,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2018-2T hasta 2019-1T;89,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2018-1T hasta 2018-4T;90,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2017-4T hasta 2018-3T;90,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2017-3T hasta 2018-2T;89,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2017-2T hasta 2018-1T;89,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2017-1T hasta 2017-4T;88,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2016-4T hasta 2017-3T;87,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2016-3T hasta 2017-2T;88,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2016-2T hasta 2017-1T;88,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2016-1T hasta 2016-4T;89,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2015-4T hasta 2016-3T;89,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2015-3T hasta 2016-2T;89,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2015-2T hasta 2016-1T;89,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2015-1T hasta 2015-4T;89,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2014-4T hasta 2015-3T;89,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2014-3T hasta 2015-2T;89,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2014-2T hasta 2015-1T;89,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2014-1T hasta 2014-4T;89,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2013-4T hasta 2014-3T;88,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2013-3T hasta 2014-2T;88,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2013-2T hasta 2014-1T;87,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2013-1T hasta 2013-4T;86,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2012-4T hasta 2013-3T;86,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2012-3T hasta 2013-2T;86,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Situación profesional: Asalariados total;De 2012-2T hasta 2013-1T;86,6
