indicador,situacion_jornada,sexo,periodo,valor
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2021,10.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2020,11.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2019,9.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2018,7.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2025,85.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2024,86.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2023,85.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2022,82.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2021,84.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2020,84.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2019,88.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2018,90.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2017,88.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2016,89.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2015,89.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2014,89.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2013,86.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2012,87.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Total,2011,88.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2025,85.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2024,84.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2023,84.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2022,81.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2021,80.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2020,81.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2019,86.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2018,88.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2025,86.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2024,88.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2023,86.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2022,83.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2021,89.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2020,88.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2019,90.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2018,92.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2025,57.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2024,58.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2023,54.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2022,50.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2021,53.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2020,53.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2019,46.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2018,48.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2017,47.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2016,48.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2015,50.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2014,51.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2013,50.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2012,46.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Total,2011,46.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2025,58.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2024,57.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2023,56.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2022,50.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2021,51.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2020,50.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2019,44.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2018,46.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2025,55.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2024,59.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2023,51.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2022,51.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2021,56.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2020,56.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2019,49.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2018,51.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2025,28.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2024,27.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2023,30.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2022,31.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2021,30.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2020,31.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2019,41.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2018,41.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2017,41.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2016,40.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2015,39.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2014,37.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2013,36.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2012,40.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Total,2011,42.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2025,27.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2024,26.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2023,27.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2022,30.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2021,28.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2020,30.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2019,41.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2018,42.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2025,30.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2024,29.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2023,34.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2022,32.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2021,32.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2020,31.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2019,41.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2018,41.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2025,54.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2024,56.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2023,57.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2022,57.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2021,56.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2020,57.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2019,55.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2018,56.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2017,54.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2016,54.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2015,56.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2014,55.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2013,55.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2012,58.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Total,2011,60.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2025,60.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2024,61.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2023,64.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2022,64.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2021,65.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2020,65.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2019,63.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2018,62.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2025,45.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2024,49.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2023,48.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2022,49.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2021,44.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2020,46.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2019,44.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2018,49.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2025,45.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2024,43.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2023,42.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2022,42.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2021,43.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2020,42.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2019,44.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2018,43.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2017,45.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2016,45.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2015,43.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2014,44.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2013,44.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2012,41.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Total,2011,39.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2025,39.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2024,39.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2023,36.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2022,36.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2021,34.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2020,34.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2019,36.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2018,38.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2025,54.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2024,50.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2023,51.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2022,50.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2021,55.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2020,53.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2019,55.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2018,51.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,Mujeres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2025,100.0
