indicador,situacion_jornada,periodo,valor
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2013-3T,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2013-2T,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2013-1T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2012-4T,1.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2012-3T,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2012-2T,1.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2012-1T,1.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2011-4T,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2011-3T,1.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2011-2T,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2011-1T,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2025-4T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2025-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2025-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2025-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2024-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2024-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2024-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2024-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2023-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2023-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2023-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2023-1T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2022-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2022-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2022-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2022-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2021-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2021-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2021-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2021-1T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2020-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2020-3T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2020-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2020-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2019-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2019-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2019-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2019-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2018-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2018-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2018-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2018-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2017-4T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2017-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2017-2T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2017-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2016-4T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2016-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2016-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2016-1T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2015-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2015-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2015-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2015-1T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2014-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2014-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2014-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2014-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2013-4T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2013-3T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2013-2T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2013-1T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2012-4T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2012-3T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2012-2T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2012-1T,0.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2011-4T,0.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2011-3T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2011-2T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,2011-1T,0.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2025-4T,4.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2025-3T,3.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2025-2T,3.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2025-1T,4.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2024-4T,3.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2024-3T,3.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2024-2T,4.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2024-1T,4.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2023-4T,4.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2023-3T,3.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2023-2T,3.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2023-1T,3.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2022-4T,4.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2022-3T,3.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2022-2T,3.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2022-1T,3.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2021-4T,3.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2021-3T,3.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2021-2T,3.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2021-1T,3.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2020-4T,3.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2020-3T,2.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2020-2T,3.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2020-1T,3.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2019-4T,3.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2019-3T,2.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2019-2T,3.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2019-1T,3.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2018-4T,3.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2018-3T,2.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2018-2T,3.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2018-1T,3.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2017-4T,3.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2017-3T,3.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2017-2T,3.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2017-1T,3.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2016-4T,3.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2016-3T,2.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2016-2T,3.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2016-1T,3.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2015-4T,2.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2015-3T,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2015-2T,3.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2015-1T,3.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2014-4T,3.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2014-3T,2.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2014-2T,3.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2014-1T,3.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2013-4T,2.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2013-3T,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2013-2T,3.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2013-1T,3.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2012-4T,2.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2012-3T,2.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2012-2T,2.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2012-1T,2.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2011-4T,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2011-3T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2011-2T,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,2011-1T,2.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2025-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2025-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2025-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2025-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2024-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2024-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2024-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2024-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2023-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2023-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2023-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2023-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2022-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2022-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2022-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2022-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2021-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2021-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2021-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2021-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2020-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2020-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2020-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2020-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2019-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2019-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2019-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2019-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2018-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2018-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2018-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2018-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2017-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2017-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2017-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2017-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2016-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2016-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2016-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2016-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2015-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2015-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2015-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2015-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2014-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2014-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2014-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2014-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2013-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2013-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2013-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2013-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2012-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2012-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2012-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2012-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2011-4T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2011-3T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2011-2T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,2011-1T,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2025-4T,15.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2025-3T,13.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2025-2T,13.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2025-1T,15.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2024-4T,13.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2024-3T,13.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2024-2T,14.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2024-1T,15.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2023-4T,15.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2023-3T,14.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2023-2T,13.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2023-1T,15.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2022-4T,15.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2022-3T,19.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2022-2T,19.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2022-1T,17.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2021-4T,18.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2021-3T,14.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2021-2T,13.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2021-1T,15.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2020-4T,15.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2020-3T,16.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2020-2T,17.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2020-1T,13.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2019-4T,10.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2019-3T,10.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2019-2T,11.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2019-1T,13.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2018-4T,11.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2018-3T,9.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2018-2T,9.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2018-1T,9.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2017-4T,8.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2017-3T,12.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2017-2T,11.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2017-1T,12.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2016-4T,13.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2016-3T,10.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2016-2T,10.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2016-1T,9.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2015-4T,11.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2015-3T,10.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2015-2T,10.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2015-1T,8.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2014-4T,11.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2014-3T,11.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2014-2T,10.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2014-1T,10.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2013-4T,13.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2013-3T,12.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2013-2T,14.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2013-1T,13.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2012-4T,15.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2012-3T,12.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2012-2T,12.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2012-1T,10.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2011-4T,11.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2011-3T,11.0
