indicador,situacion_jornada,periodo,valor
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2016-1T,15.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2015-4T,15.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2015-3T,15.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2015-2T,15.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2015-1T,16.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2014-4T,16.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2014-3T,15.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2014-2T,16.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2014-1T,16.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2013-4T,16.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2013-3T,15.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2013-2T,16.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2013-1T,15.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2012-4T,15.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2012-3T,14.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2012-2T,14.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2012-1T,14.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2011-4T,13.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2011-3T,13.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2011-2T,13.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2011-1T,13.9
